"GeneID"	"D.RM1_1"	"D.RM1_2"	"D.RM1_3"	"RM1_1"	"RM1_2"	"RM1_3"	"R.RM1_1"	"R.RM1_2"	"R.RM1_3"	"geneName"	"geneType"
"ENSMUSG00000112295.1"	2	4	9	0	0	0	0	0	0	"Gm47017"	"TEC"
"ENSMUSG00000112296.1"	0	0	0	0	0	0	0	0	0	"Gm47768"	"processed_pseudogene"
"ENSMUSG00000112297.1"	9	21	16	4	1	8	3	1	10	"Gm17816"	"processed_pseudogene"
"ENSMUSG00000112298.1"	1.12	0	0	0	0	0	0	0	0	"Gm48088"	"processed_pseudogene"
"ENSMUSG00000112299.1"	1	0	10	0	0	0	0	0	0	"Gm17870"	"processed_pseudogene"
"ENSMUSG00000112300.1"	8	12	12	8	7	5	4	13	3	"Gm47976"	"TEC"
"ENSMUSG00000112301.1"	1	6	1	8	4	7	0	6	6	"Gm10752"	"TEC"
"ENSMUSG00000112302.1"	40	23	28	102	115	71	62	66	56	"Gm48226"	"bidirectional_promoter_lncRNA"
"ENSMUSG00000112303.1"	5	0	2	0	0	0	0	0	3	"Gm48759"	"lincRNA"
"ENSMUSG00000112304.1"	0	2	5	0	7	0	0	0	5	"Gm35206"	"antisense"
"ENSMUSG00000112305.1"	0	0	0	0	0	0	0	0	0	"Gm48875"	"processed_pseudogene"
"ENSMUSG00000112306.1"	1	0	1	0	0	0	0	0	0	"Gm47744"	"processed_pseudogene"
"ENSMUSG00000112307.1"	15	15	15	0	5	0	0	4	2	"Gm48751"	"TEC"
"ENSMUSG00000112308.1"	4.01	14	1	0	7	4	2	2	0	"Gm48512"	"antisense"
"ENSMUSG00000112309.1"	3	0	9	0	0	0	0	0	1	"Gm48353"	"TEC"
"ENSMUSG00000112310.1"	0	0	1	0	0	0	0	0	0	"Gm48112"	"unprocessed_pseudogene"
"ENSMUSG00000112311.1"	1.55	0	3.33	0	0	0	0	1.85	0	"Gm8153"	"processed_pseudogene"
"ENSMUSG00000112312.1"	0	0	0	0	0	0	0	0	0	"Gm47755"	"processed_pseudogene"
"ENSMUSG00000112313.1"	0	7	3	0	0	0	0	0	2	"Gm5951"	"processed_pseudogene"
"ENSMUSG00000112314.1"	0	0	0	0	0	3	0	0	0	"Gm49454"	"lincRNA"
"ENSMUSG00000112315.1"	1	5	3	1	0	0	0	0	0	"Gm5183"	"processed_pseudogene"
"ENSMUSG00000112316.1"	1	7	6	0	0	4	0	1	3	"Gm48425"	"processed_pseudogene"
"ENSMUSG00000112317.1"	23	23	13	32	11	0	0	15	12	"Gm47580"	"TEC"
"ENSMUSG00000112318.1"	2	4	11.69	0	0	0	0	0	0	"Gm6721"	"processed_pseudogene"
"ENSMUSG00000112319.1"	5	28	28	3	0	1	11	0	12	"Gm47221"	"lincRNA"
"ENSMUSG00000112320.1"	0	4	3	0	0	0	0	1	0	"Gm48022"	"lincRNA"
"ENSMUSG00000112321.1"	0	0	0	0	0	0	0	0	0	"Gm47866"	"processed_pseudogene"
"ENSMUSG00000112322.1"	3	0	7	0	0	0	0	0	0	"Gm48115"	"TEC"
"ENSMUSG00000112323.1"	0	16	6	0	0	3	0	0	0	"Gm32828"	"lincRNA"
"ENSMUSG00000112324.1"	35.46	39.66	72.87	0	19.85	46.86	3.73	12.93	0	"Gm47939"	"lincRNA"
"ENSMUSG00000112325.1"	4	1	12.4	0	0	1	0	0	0	"Gm48454"	"processed_pseudogene"
"ENSMUSG00000112326.1"	0	0	0	0	0	0	0	0	0	"Gm19624"	"unprocessed_pseudogene"
"ENSMUSG00000112327.1"	0	0	0	0	0	0	0	0	0	"Gm36827"	"lincRNA"
"ENSMUSG00000112328.1"	1	0	0	0	0	0	0	0	0	"Gm47325"	"processed_pseudogene"
"ENSMUSG00000112329.1"	0	2	0	0	0	0	0	0	0	"Gm47908"	"TEC"
"ENSMUSG00000112330.1"	0	0	0	0	0	7	0	0	0	"Gm3266"	"processed_pseudogene"
"ENSMUSG00000112331.1"	12	0	13	0	2	0	0	0	0	"Gm33035"	"lincRNA"
"ENSMUSG00000112332.1"	16	8	4	9	14	1	8	1	11	"4930466K18Rik"	"TEC"
"ENSMUSG00000112333.1"	0	0	0	0	0	0	0	0	0	"1700048P04Rik"	"lincRNA"
"ENSMUSG00000112334.1"	0	0	0	0	0	0	0	0	0	"Gm48047"	"processed_pseudogene"
"ENSMUSG00000112335.1"	1	0	4	0	0	0	0	0	0	"Gm46188"	"processed_pseudogene"
"ENSMUSG00000112336.1"	17	6	1	5	10	29	7	23	21	"Gm47766"	"antisense"
"ENSMUSG00000112337.1"	0	0	0	0	0	0	0	0	0	"Gm47614"	"lincRNA"
"ENSMUSG00000112338.1"	5	8	7	2	4	0	3	7	11	"Gm47693"	"TEC"
"ENSMUSG00000112339.1"	0	0	2	0	0	0	0	0	0	"Gm47529"	"processed_pseudogene"
"ENSMUSG00000112340.1"	1	0	1	0	0	0	0	0	1	"Gm47016"	"TEC"
"ENSMUSG00000112341.1"	0	1	0	0	0	0	3	0	0	"Gm4796"	"processed_pseudogene"
"ENSMUSG00000112342.1"	2	20	11	0	0	4	0	1	1	"Gm47031"	"sense_intronic"
"ENSMUSG00000112343.1"	19	42	60	2	0	9	0	0	3	"Sfta3-ps"	"processed_transcript"
"ENSMUSG00000112344.1"	0	0	0	0	0	0	0	0	0	"Gm32141"	"lincRNA"
"ENSMUSG00000112345.1"	1	0	2	0	0	0	0	0	0	"Gm40652"	"lincRNA"
"ENSMUSG00000112346.1"	30	43	13	24	47	28	34	36	28	"Gm48768"	"bidirectional_promoter_lncRNA"
"ENSMUSG00000112347.1"	0	18	8	22	43	14	0	23	14	"Gm47257"	"bidirectional_promoter_lncRNA"
"ENSMUSG00000112348.1"	3	2	6	0	2	0	2	1	4	"Gm36634"	"processed_transcript"
"ENSMUSG00000112349.1"	22	46.95	36.72	4	0	7	4	4	10	"Gm48132"	"processed_pseudogene"
"ENSMUSG00000112350.1"	0	0	0	0	0	0	0	1	0	"Gm47697"	"lincRNA"
"ENSMUSG00000112351.1"	0	0	0	0	0	0	0	0	0	"Gm48326"	"processed_pseudogene"
"ENSMUSG00000112352.1"	12	1	3	1	0	0	1	5	4	"Gm40617"	"antisense"
"ENSMUSG00000112353.1"	1	10	4	0	0	0	0	0	5	"Gm40418"	"lincRNA"
"ENSMUSG00000112354.1"	4	6	7	0	0	0	0	0	0	"Gm33843"	"lincRNA"
"ENSMUSG00000112355.1"	2	6	10	1	0	0	3	0	0	"Gm48285"	"TEC"
"ENSMUSG00000112357.1"	2	2	17	0	0	0	0	0	0	"Gm47864"	"processed_pseudogene"
"ENSMUSG00000112358.1"	11	14	13.49	36	9	15	21.63	13	9	"Gm33869"	"TEC"
"ENSMUSG00000112359.1"	3	4	10	0	0	0	2	0	0	"Gm48475"	"processed_pseudogene"
"ENSMUSG00000112360.1"	0	0	0	0	0	0	0	0	0	"Gm48614"	"lincRNA"
"ENSMUSG00000112361.1"	3	19	10	0	0	9	0	0	3	"Gm47607"	"TEC"
"ENSMUSG00000112362.1"	0	2	1	0	0	0	0	0	0	"Gm48507"	"processed_pseudogene"
"ENSMUSG00000112363.1"	1	0	1	0	0	0	0	0	2	"Gm4178"	"processed_pseudogene"
"ENSMUSG00000112364.1"	0	3	7	0	0	0	0	0	0	"4930503E24Rik"	"transcribed_processed_pseudogene"
"ENSMUSG00000112365.1"	0	0	0	0	0	0	0	0	0	"Gm49782"	"lincRNA"
"ENSMUSG00000112366.1"	19	28	28.73	0	0	0	0	0	10	"C730027H18Rik"	"lincRNA"
"ENSMUSG00000112367.1"	3	10	10	0	3	0	0	0	0	"A230081H15Rik"	"TEC"
"ENSMUSG00000112368.1"	3.08	1.02	0	2.01	0	3	0	3.13	1.01	"Gm49376"	"unprocessed_pseudogene"
"ENSMUSG00000112369.1"	5	13	25	0	0	5	0	0	0	"Gm47911"	"TEC"
"ENSMUSG00000112370.1"	3	0	0	0	0	0	2	0	0	"Gm48385"	"processed_pseudogene"
"ENSMUSG00000112371.1"	2	0	6	0	0	0	0	0	1	"Gm7791"	"processed_pseudogene"
"ENSMUSG00000112372.1"	8	0	3	0	0	0	0	0	0	"Gm48779"	"lincRNA"
"ENSMUSG00000112373.1"	3	3	3	0	0	0	2	0	0	"Gm18556"	"processed_pseudogene"
"ENSMUSG00000112374.1"	0	0	1	0	0	0	0	0	0	"Gm48072"	"antisense"
"ENSMUSG00000112375.1"	0	0	0	0	4	0	0	12	0	"Gm38560"	"bidirectional_promoter_lncRNA"
"ENSMUSG00000112376.1"	3	4	4	0	0	0	0	0	0	"Gm40649"	"lincRNA"
"ENSMUSG00000112377.1"	0	0	0	0	0	0	0	0	0	"Gm48794"	"processed_pseudogene"
"ENSMUSG00000112378.1"	3	0	2	0	0	0	0	0	0	"Gm47261"	"processed_pseudogene"
"ENSMUSG00000112379.1"	0	1	16	0	0	0	1	0	0	"Gm47900"	"lincRNA"
"ENSMUSG00000112380.1"	7	0	5	0	0	0	0	0	0	"Gm9736"	"protein_coding"
"ENSMUSG00000112381.1"	2	7	4	0	0	2	1	4	4	"Gm8170"	"processed_pseudogene"
"ENSMUSG00000112382.1"	0	0	1	0	0	0	0	0	0	"Gm47228"	"processed_pseudogene"
"ENSMUSG00000112383.1"	2	4	4	0	0	0	0	0	0	"Gm47895"	"lincRNA"
"ENSMUSG00000112384.1"	13	10	15	0	0	4	0	0	0	"Gm34921"	"lincRNA"
"ENSMUSG00000112385.1"	0	0	0	0	0	0	0	0	0	"Gm48258"	"processed_pseudogene"
"ENSMUSG00000112386.1"	1	0	0	0	0	0	0	0	0	"Gm47752"	"lincRNA"
"ENSMUSG00000112387.1"	0	0	0	0	0	0	0	0	0	"1700021G15Rik"	"lincRNA"
"ENSMUSG00000112388.1"	4	8	4	0	0	0	1	0	0	"AI463170"	"antisense"
"ENSMUSG00000112389.1"	0	0	0	0	0	0	0	0	0	"Gm48891"	"processed_pseudogene"
"ENSMUSG00000112390.1"	7	0	0	0	0	0	0	0	2	"Gm20208"	"processed_transcript"
"ENSMUSG00000112391.1"	15	13	26	38	13	63	24	0	24	"Gm48230"	"TEC"
"ENSMUSG00000112392.1"	2	2	9	0	0	0	0	0	0	"Gm35240"	"lincRNA"
"ENSMUSG00000112393.1"	7	13	5	13	6	12	5	0	6	"Gm48655"	"TEC"
"ENSMUSG00000112394.1"	0	0	0	0	0	0	0	0	0	"Gm48121"	"processed_pseudogene"
"ENSMUSG00000112395.1"	4	3	3	0	0	0	0	0	2	"Gm7198"	"processed_pseudogene"
"ENSMUSG00000112396.1"	2	3	5	0	0	0	0	0	0	"Gm47574"	"TEC"
"ENSMUSG00000112397.1"	9	3	5	0	0	0	0	0	7	"Gm10824"	"antisense"
"ENSMUSG00000112398.1"	3	0	1	0	0	0	0	0	0	"9230102K24Rik"	"lincRNA"
"ENSMUSG00000112399.1"	1	6	3	0	0	0	0	0	1	"Gm32235"	"lincRNA"
"ENSMUSG00000112400.1"	0	0	4	0	0	0	0	0	0	"Gm47725"	"lincRNA"
"ENSMUSG00000112401.1"	0	5	4	0	0	0	0	0	0	"Gm47999"	"processed_pseudogene"
"ENSMUSG00000112402.1"	16	4	19	1	1	4	0	0	2	"Gm10744"	"TEC"
"ENSMUSG00000112403.1"	0	0	0	0	0	0	0	0	0	"Gm47227"	"processed_pseudogene"
"ENSMUSG00000112404.1"	11	8	8	0	0	0	0	0	1	"Gm32442"	"lincRNA"
"ENSMUSG00000112405.1"	0	1	0	0	0	0	0	0	0	"Fkbp1a-ps2"	"processed_pseudogene"
"ENSMUSG00000112406.1"	4	5	4	3	0	0	0	0	0	"4921515L22Rik"	"antisense"
"ENSMUSG00000112407.1"	0	0	0	0	0	0	0	0	0	"Gm33340"	"lincRNA"
"ENSMUSG00000112408.1"	0	0	7.45	0	0	0	0	0	0	"Gm8701"	"unprocessed_pseudogene"
"ENSMUSG00000112409.1"	2	0	2	0	0	0	0	0	2	"C030006N10Rik"	"TEC"
"ENSMUSG00000112410.1"	12	24	14	0	0	0	4	0	1	"B230217J21Rik"	"lincRNA"
"ENSMUSG00000112411.1"	11	15	6	42	24	10	8	6	7	"Gm19337"	"TEC"
"ENSMUSG00000112412.1"	0	0	0	0	0	0	0	0	0	"Gm35239"	"lincRNA"
"ENSMUSG00000112413.1"	0	0	0	0	0	0	0	0	0	"Gm6867"	"processed_pseudogene"
"ENSMUSG00000112414.1"	0	0	0	0	0	0	0	0	0	"Gm34609"	"lincRNA"
"ENSMUSG00000112415.1"	1	0	0	0	0	5	0	0	0	"Gm48426"	"TEC"
"ENSMUSG00000112416.1"	1	0	10	0	0	0	0	0	3	"Gm47028"	"lincRNA"
"ENSMUSG00000112417.1"	2	2	3	0	0	0	0	0	0	"A430028G04Rik"	"TEC"
"ENSMUSG00000112418.1"	16	5	25.74	0	0	0	1	0	0	"Gm9466"	"processed_pseudogene"
"ENSMUSG00000112419.1"	0	0	4.08	0	1.69	0	0	0	0	"Gm9044"	"protein_coding"
"ENSMUSG00000112420.1"	5	9	17	0	6	0	0	0	2	"Gm48543"	"TEC"
"ENSMUSG00000112421.1"	4	5	2	0	0	0	0	0	0	"4933406B15Rik"	"antisense"
"ENSMUSG00000112422.1"	1	9	11	0	0	0	0	0	0	"Gm31938"	"lincRNA"
"ENSMUSG00000112423.1"	6	2	6	0	0	0	0	0	0	"Gm6333"	"processed_pseudogene"
"ENSMUSG00000112424.1"	0	3	9	6	0	8	3	0	9	"Gm6494"	"processed_pseudogene"
"ENSMUSG00000112425.1"	0	0	3	0	0	0	0	0	0	"Gm47896"	"lincRNA"
"ENSMUSG00000112426.1"	1	5	3	0	0	0	0	0	0	"Gm47200"	"antisense"
"ENSMUSG00000112427.1"	1	5	5	0	0	6	0	0	0	"Gm19168"	"processed_pseudogene"
"ENSMUSG00000112428.1"	2	4	12	0	0	0	0	0	0	"Gm48106"	"processed_pseudogene"
"ENSMUSG00000112429.1"	2	3	11	0	0	5	0	0	2	"Gm47093"	"antisense"
"ENSMUSG00000112430.1"	0	0	0	1	0	0	0	5	0	"Gm30624"	"lincRNA"
"ENSMUSG00000112431.1"	4	7	16	0	0	0	0	0	2	"Gm10741"	"TEC"
"ENSMUSG00000112432.1"	0	5	3	0	0	0	0	0	0	"Gm18507"	"processed_pseudogene"
"ENSMUSG00000112433.1"	11	19	2	5	5	0	0	0	0	"Gm30122"	"lincRNA"
"ENSMUSG00000112434.1"	2	0	2	0	0	0	0	0	5	"Gm7594"	"processed_pseudogene"
"ENSMUSG00000112435.1"	0	0	0	0	2.25	0	0	0	0.67	"Gm47965"	"processed_pseudogene"
"ENSMUSG00000112436.1"	0	0	0	0	0	0	0	0	0	"Gm48403"	"processed_pseudogene"
"ENSMUSG00000112437.1"	1	6	0	0	0	0	1	0	0	"Gm35188"	"lincRNA"
"ENSMUSG00000112438.1"	0	0	2	0	0	0	0	0	0	"Gm40810"	"processed_pseudogene"
"ENSMUSG00000112439.1"	4	6	18	1	0	0	5	5	0	"Gm33336"	"lincRNA"
"ENSMUSG00000112440.1"	0	11	0	0	0	0	0	0	1	"Gm47722"	"processed_pseudogene"
"ENSMUSG00000112441.1"	9	10	28	0	0	11	1	0	2	"Gm48898"	"lincRNA"
"ENSMUSG00000112442.1"	0	3	9	0	0	0	0	0	2	"Gm47992"	"TEC"
"ENSMUSG00000112443.1"	0	1	5	0	0	0	0	0	0	"Gm19007"	"processed_pseudogene"
"ENSMUSG00000112444.1"	0	0	1	0	0	0	0	0	0	"4930401C15Rik"	"lincRNA"
"ENSMUSG00000112445.1"	1	0	0	0	0	0	0	0	0	"Gm47830"	"processed_pseudogene"
"ENSMUSG00000112446.1"	0	0	0	0	0	0	0	2	0	"Gm47949"	"processed_pseudogene"
"ENSMUSG00000112447.1"	0	0	0	0	0	0	0	0	1	"Gm47935"	"processed_pseudogene"
"ENSMUSG00000112448.1"	1	6	5	1	0	0	0	4	0	"Gm48182"	"TEC"
"ENSMUSG00000112449.1"	684.84	597.75	192.31	905.8	834.18	898.29	654.38	495.63	1067.93	"Srp54b"	"protein_coding"
"ENSMUSG00000112450.1"	5	10	5	1	0	0	0	0	0	"Gm3619"	"processed_pseudogene"
"ENSMUSG00000112451.1"	16	17	9.26	13	0	5	0	0	1	"Gm6714"	"processed_pseudogene"
"ENSMUSG00000112452.1"	0	0	0	0	0	0	0	0	0	"Gm48075"	"lincRNA"
"ENSMUSG00000112453.1"	0	3	1	0	5	0	0	0	3	"Gm4781"	"unprocessed_pseudogene"
"ENSMUSG00000112454.1"	18	13	15	2	6	0	1	6	11	"Gm48619"	"lincRNA"
"ENSMUSG00000112455.1"	0	0	0	0	0	0	0	0	0	"Gm48289"	"processed_pseudogene"
"ENSMUSG00000112456.1"	0	2	4	0	0	0	0	0	1	"Gm6991"	"processed_pseudogene"
"ENSMUSG00000112457.1"	0	0	0	0	0	0	0	0	0	"Gm48687"	"processed_pseudogene"
"ENSMUSG00000112458.1"	3	9	3	0	0	0	0	1	7	"Gm40773"	"lincRNA"
"ENSMUSG00000112459.1"	0	0	1	0	0	0	0	0	0	"Gm47689"	"antisense"
"ENSMUSG00000112460.1"	2	0	2	0	0	0	0	0	0	"Gm48120"	"processed_pseudogene"
"ENSMUSG00000112461.1"	2	3	8	0	0	10	0	0	0	"Gm47625"	"TEC"
"ENSMUSG00000112462.1"	1	0	0	0	0	1	7	2	0	"Gm48772"	"bidirectional_promoter_lncRNA"
"ENSMUSG00000112463.1"	3	0	4	0	0	0	0	0	1	"Gm47579"	"processed_pseudogene"
"ENSMUSG00000112464.1"	0	0	0	0	0	0	0	0	0	"Gm47609"	"processed_pseudogene"
"ENSMUSG00000112465.1"	0	2	0	0	0	0	0	0	0	"Gm18387"	"processed_pseudogene"
"ENSMUSG00000112466.1"	14	28	24	0	0	0	2	0	0	"Gm29674"	"lincRNA"
"ENSMUSG00000112467.1"	0	14	0	0	0	0	0	0	0	"Gm48144"	"processed_pseudogene"
"ENSMUSG00000112468.1"	4	11	9	0	0	0	0	0	2	"Gm47720"	"TEC"
"ENSMUSG00000112469.1"	1	0	0	0	0	0	0	0	0	"Gm47823"	"lincRNA"
"ENSMUSG00000112470.1"	0	0	0	0	0	0	0	0	0	"5330439M10Rik"	"lincRNA"
"ENSMUSG00000112471.1"	0	2	9	3	0	0	0	0	0	"Gm5779"	"transcribed_processed_pseudogene"
"ENSMUSG00000112472.1"	0	0	2	0	0	0	0	0	0	"Gm48083"	"processed_pseudogene"
"ENSMUSG00000112473.1"	0	0	0	0	0	0	0	0	0	"Gm48658"	"processed_pseudogene"
"ENSMUSG00000112474.1"	8.99	0	0	12.68	5.26	3.53	14.1	8	7.93	"Gm46209"	"processed_pseudogene"
"ENSMUSG00000112475.1"	0	0	0	0	0	0	0	0	0	"Gm47703"	"processed_pseudogene"
"ENSMUSG00000112476.1"	4	4	4	0	0	0	0	0	0	"Gm32365"	"lincRNA"
"ENSMUSG00000112477.1"	3	0	7	0	0	5	0	0	0	"Gm48657"	"lincRNA"
"ENSMUSG00000112478.1"	117.41	94.77	86.81	55.94	70.73	72.4	17	35	35.6	"Gm47761"	"lincRNA"
"ENSMUSG00000112479.1"	1	4	4	0	0	7	0	1	0	"Gm21026"	"processed_pseudogene"
"ENSMUSG00000112480.1"	0	0	2.98	0	1	0	0	0	0	"Gm4310"	"unprocessed_pseudogene"
"ENSMUSG00000112481.1"	4	14	14	1	0	0	0	0	3	"Gm29684"	"lincRNA"
"ENSMUSG00000112482.1"	0	2	6	0	0	0	0	0	2	"1700025K04Rik"	"lincRNA"
"ENSMUSG00000112483.1"	8	36	30	5	3	5	6	8	10	"Gm48542"	"TEC"
"ENSMUSG00000112484.1"	1	4	12	0	0	0	0	0	0	"4930473O22Rik"	"lincRNA"
"ENSMUSG00000112485.1"	4	0	20	0	0	0	0	2	1	"Gm47631"	"processed_transcript"
"ENSMUSG00000112486.1"	0	0	0	0	0	0	0	0	0	"Gm48659"	"processed_pseudogene"
"ENSMUSG00000112487.1"	1	0	1	0	0	0	0	0	0	"Gm18873"	"processed_pseudogene"
"ENSMUSG00000112488.1"	0	0	0	0	0	0	0	0	0	"Gm33981"	"lincRNA"
"ENSMUSG00000112489.1"	17.4	4.12	3	17.9	7.15	15	11.04	19.18	7	"9230116L04Rik"	"lincRNA"
"ENSMUSG00000112490.1"	0	0	2	0	0	0	0	2	1	"Gm48068"	"processed_pseudogene"
"ENSMUSG00000112491.1"	5	8	6	0	0	1	0	0	2	"Gm19801"	"processed_pseudogene"
"ENSMUSG00000112492.1"	3	2	2	0	0	0	0	0	0	"Gm9111"	"processed_pseudogene"
"ENSMUSG00000112493.1"	0	0	4	0	0	0	0	0	0	"4930486F22Rik"	"antisense"
"ENSMUSG00000112494.1"	5	0	8	0	0	2	1	0	2	"4930444K16Rik"	"TEC"
"ENSMUSG00000112495.1"	9.88	54.14	46.1	0	0	0	5.34	4.26	14.42	"Gm9048"	"protein_coding"
"ENSMUSG00000112496.2"	19.02	22.73	19.86	4.71	3	14.67	2	1.12	15.66	"Gm48764"	"lincRNA"
"ENSMUSG00000112497.1"	2	0	0	0	0	0	0	0	0	"4930525C09Rik"	"lincRNA"
"ENSMUSG00000112498.1"	3	0	16	0	0	0	0	0	0	"Gm47691"	"lincRNA"
"ENSMUSG00000112499.1"	1	0	0	0	0	0	0	0	0	"Gm47736"	"processed_pseudogene"
"ENSMUSG00000112500.1"	6	9	8	0	0	0	0	0	0	"4933411E08Rik"	"lincRNA"
"ENSMUSG00000112501.1"	0	0	0	0	0	0	0	0	0	"Gm33091"	"lincRNA"
"ENSMUSG00000112502.1"	0	0	0	0	0	0	0	0	0	"Gm46194"	"processed_pseudogene"
"ENSMUSG00000112503.1"	2	7	20	0	0	0	0	0	5	"Gm18409"	"transcribed_processed_pseudogene"
"ENSMUSG00000112504.1"	0	2	3	0	0	0	0	0	0	"Gm47367"	"processed_pseudogene"
"ENSMUSG00000112505.1"	0	7	0	0	4	0	2	0	3	"Gm48610"	"lincRNA"
"ENSMUSG00000112506.1"	0	3	0	0	0	0	0	0	0	"Gm48224"	"processed_pseudogene"
"ENSMUSG00000112507.1"	0	0	0	0	0	0	0	0	0	"Gm47589"	"processed_pseudogene"
"ENSMUSG00000112509.1"	0	0	1	1	0	0	0	0	0	"Gm47211"	"processed_pseudogene"
"ENSMUSG00000112510.1"	0	0	0	0	0	0	0	0	0	"Gm47566"	"antisense"
"ENSMUSG00000112511.1"	0	0	0	0	0	0	0	0	0	"Gm18704"	"unprocessed_pseudogene"
"ENSMUSG00000112512.1"	6	5	8	0	0	0	1	3	0	"Gm48203"	"TEC"
"ENSMUSG00000112513.1"	0	6	1	0	0	0	0	0	1	"4930422I22Rik"	"antisense"
"ENSMUSG00000112514.1"	0	0	0	0	0	0	0	0	0	"Gm47897"	"lincRNA"
"ENSMUSG00000112515.1"	4.01	0	2	2	10.02	3	6	4	2	"Gm4928"	"processed_pseudogene"
"ENSMUSG00000112516.1"	12	36	24	3	1	10	0	0	8	"Gm47968"	"processed_pseudogene"
"ENSMUSG00000112517.1"	0	0	0	0	0	0	0	0	0	"Gm48001"	"antisense"
"ENSMUSG00000112518.1"	0	0	0	0	0	0	0	0	0	"Gm48117"	"processed_pseudogene"
"ENSMUSG00000112519.1"	5	0	0	0	0	0	2	0	0	"Gm47671"	"lincRNA"
"ENSMUSG00000112520.1"	0	0	0	0	0	0	0	0	0	"Gm48379"	"processed_pseudogene"
"ENSMUSG00000112521.1"	0	0	4	0	0	0	0	0	0	"Gm29884"	"processed_pseudogene"
"ENSMUSG00000112522.1"	22	16	28	2	0	2	5	0	11	"Gm47632"	"processed_pseudogene"
"ENSMUSG00000112523.1"	2	4	10	3	0	1	0	0	0	"Gm48377"	"TEC"
"ENSMUSG00000112524.1"	0	0	0	0	0	0	0	0	0	"Gm35274"	"lincRNA"
"ENSMUSG00000112525.1"	0	0	5	0	0	0	0	0	0	"Gm47899"	"processed_pseudogene"
"ENSMUSG00000112526.1"	0	0	2	0	0	0	0	0	0	"Gm35865"	"lincRNA"
"ENSMUSG00000112527.1"	1	0	5	0	0	0	0	0	0	"Gm35696"	"lincRNA"
"ENSMUSG00000112528.1"	3	0	3	2	0	1	1	0	0	"Gm29794"	"processed_pseudogene"
"ENSMUSG00000112529.1"	1	0	6	0	1	0	0	0	0	"Gm46199"	"processed_pseudogene"
"ENSMUSG00000112530.1"	6	12	11	0	0	3	0	0	1	"Gm47738"	"antisense"
"ENSMUSG00000112531.1"	9	0	3	0	4	0	0	0	1	"Gm2649"	"processed_pseudogene"
"ENSMUSG00000112532.1"	60	42	34	23	24	23	25	25	15	"Gm36283"	"lincRNA"
"ENSMUSG00000112533.1"	1	4	2	0	0	4	0	0	3	"Gm20758"	"lincRNA"
"ENSMUSG00000112534.1"	0	0	0	0	0	0	0	0	0	"Gm47940"	"processed_pseudogene"
"ENSMUSG00000112535.1"	5	7	1	0	0	0	1	0	0	"Gm47425"	"lincRNA"
"ENSMUSG00000112536.1"	0	0	0	0	0	0	0	0	0	"Gm48195"	"processed_pseudogene"
"ENSMUSG00000112537.1"	5	0	6	0	0	0	0	0	0	"4930543I11Rik"	"TEC"
"ENSMUSG00000112538.1"	0	0	4	0	0	0	0	0	0	"Gm47667"	"lincRNA"
"ENSMUSG00000112539.1"	0	0	0	0	0	0	0	0	0	"Gm40787"	"lincRNA"
"ENSMUSG00000112540.1"	5	3	10	0	0	0	0	0	0	"Gm47461"	"lincRNA"
"ENSMUSG00000112541.1"	2	2.63	12.94	0	0	0	0	0	1	"Gm9072"	"processed_pseudogene"
"ENSMUSG00000112542.1"	12	2	11	2	0	0	0	0	0	"Gm47840"	"TEC"
"ENSMUSG00000112543.1"	0	2	2	0	0	0	0	0	0	"Gm48744"	"TEC"
"ENSMUSG00000112544.1"	0	0	3	0	0	0	0	0	1	"Gm48089"	"lincRNA"
"ENSMUSG00000112545.1"	40	29	15	37	23	9	8	23	10	"1300014J16Rik"	"lincRNA"
"ENSMUSG00000112546.1"	23.22	3	10	2	8.96	10.52	0.9	4.02	2.7	"Gm6992"	"processed_pseudogene"
"ENSMUSG00000112547.1"	1	13	11	0	0	1	0	0	0	"Gm47096"	"lincRNA"
"ENSMUSG00000112548.1"	2	1	7	0	0	0	0	0	4	"Gm47338"	"TEC"
"ENSMUSG00000112549.1"	3	2	4	0	2	2	0	0	0	"Gm35818"	"lincRNA"
"ENSMUSG00000112550.1"	28.16	18.04	22.04	39.18	21.07	15.06	32.07	47.15	29.96	"Gm6627"	"processed_pseudogene"
"ENSMUSG00000112551.1"	0	0	0	0	0	0	0	0	0	"Gm8219"	"processed_pseudogene"
"ENSMUSG00000112552.1"	1	1	2	0	0	0	0	0	0	"Gm36065"	"lincRNA"
"ENSMUSG00000112553.1"	0	0	1	0	0	0	0	0	0	"Gm4556"	"processed_pseudogene"
"ENSMUSG00000112554.1"	0	0	0	0	0	0	0	0	0	"Gm47224"	"lincRNA"
"ENSMUSG00000112555.1"	7	0	6	0	0	0	0	0	2	"Gm47027"	"antisense"
"ENSMUSG00000112556.1"	11	11	17	0	0	11	1	5	0	"Gm47339"	"TEC"
"ENSMUSG00000112557.1"	12	16	27	3	1	1	3	0	19	"Gm47626"	"processed_pseudogene"
"ENSMUSG00000112558.1"	0	0	0	0	0	0	0	0	0	"Gm32364"	"lincRNA"
"ENSMUSG00000112559.1"	0	0	0	0	0	0	0	0	0	"Gm48599"	"processed_pseudogene"
"ENSMUSG00000112560.1"	0	0	0	0	0	0	0	0	0	"Gm19186"	"processed_pseudogene"
"ENSMUSG00000112561.1"	4	3	4.65	0	0	0	0	0	0	"Gm9035"	"processed_pseudogene"
"ENSMUSG00000112562.1"	2	0	3	0	0	0	0	0	0	"Gm48451"	"processed_pseudogene"
